1.169000000000000000e+03,1.040000000000000036e+00,1.273139999999999930e+02,3.936159999999999854e+02,1.289360000000000062e+00,8.790389999999999873e+02,7.451159999999999854e+02,4.663809999999999718e+02,8.476489999999999858e-01
1.052000000000000000e+03,1.030000000000000027e+00,1.134699999999999989e+02,3.971329999999999814e+02,1.334019999999999984e+00,9.176090000000000373e+02,7.784099999999999682e+02,4.858860000000000241e+02,8.483020000000000005e-01
9.310000000000000000e+02,1.020000000000000018e+00,9.944400000000000261e+01,3.933229999999999791e+02,1.349220000000000086e+00,9.191620000000000346e+02,7.683350000000000364e+02,5.045000000000000000e+02,8.359079999999999844e-01
8.130000000000000000e+02,1.000000000000000000e+00,8.513720000000000709e+01,3.931990000000000123e+02,1.375410000000000021e+00,9.367089999999999463e+02,7.780950000000000273e+02,5.215299999999999727e+02,8.306679999999999620e-01
6.920000000000000000e+02,9.899999999999999911e-01,7.174139999999999873e+01,3.973170000000000073e+02,1.413820000000000077e+00,9.729529999999999745e+02,8.115850000000000364e+02,5.366250000000000000e+02,8.341460000000000541e-01
5.740000000000000000e+02,9.899999999999999911e-01,5.950800000000000267e+01,3.927620000000000005e+02,1.420819999999999972e+00,9.665610000000000355e+02,7.942140000000000555e+02,5.508759999999999764e+02,8.216900000000000315e-01
4.540000000000000000e+02,9.799999999999999822e-01,4.659190000000000254e+01,3.971820000000000164e+02,1.452409999999999979e+00,9.991720000000000255e+02,8.252749999999999773e+02,5.632640000000000100e+02,8.259579999999999700e-01
3.350000000000000000e+02,1.000000000000000000e+00,3.508109999999999928e+01,3.925439999999999827e+02,1.460490000000000066e+00,9.929990000000000236e+02,8.093920000000000528e+02,5.752670000000000528e+02,8.150979999999999892e-01
2.160000000000000000e+02,1.020000000000000018e+00,2.307189999999999941e+01,3.923820000000000050e+02,1.476699999999999902e+00,1.003610000000000014e+03,8.138269999999999982e+02,5.872910000000000537e+02,8.109030000000000404e-01
9.500000000000000000e+01,1.040000000000000036e+00,1.034629999999999939e+01,3.969300000000000068e+02,1.501670000000000060e+00,1.032400000000000091e+03,8.422250000000000227e+02,5.970869999999999891e+02,8.157910000000000439e-01
0.000000000000000000e+00,1.120000000000000107e+00,0.000000000000000000e+00,3.960000000000000000e+02,1.510000000000000009e+00,1.035700000000000045e+03,8.451319999999999482e+02,5.986870000000000118e+02,8.159999999999999476e-01
-2.100000000000000000e+01,1.280000000000000027e+00,-2.814869999999999983e+00,3.919169999999999732e+02,1.517030000000000101e+00,1.029789999999999964e+03,8.301960000000000264e+02,6.093039999999999736e+02,8.061760000000000037e-01
-1.400000000000000000e+02,1.239999999999999991e+00,-1.817930000000000135e+01,3.922579999999999814e+02,1.532589999999999897e+00,1.041259999999999991e+03,8.381720000000000255e+02,6.178039999999999736e+02,8.049619999999999553e-01
-2.600000000000000000e+02,1.239999999999999991e+00,-3.376160000000000139e+01,3.913509999999999991e+02,1.531330000000000080e+00,1.037990000000000009e+03,8.306159999999999854e+02,6.225019999999999527e+02,8.002129999999999521e-01
-3.790000000000000000e+02,1.239999999999999991e+00,-4.921410000000000196e+01,3.969089999999999918e+02,1.545369999999999910e+00,1.062390000000000100e+03,8.569629999999999654e+02,6.279230000000000018e+02,8.066370000000000484e-01
-4.990000000000000000e+02,1.280000000000000027e+00,-6.688660000000000139e+01,3.967730000000000246e+02,1.554270000000000040e+00,1.068140000000000100e+03,8.579009999999999536e+02,6.363469999999999800e+02,8.031700000000000506e-01
